modul,anahtar,yer_tutucular,turkce_kaynak,ar_mevcut,ar_duzeltme,not
parola,parolaBelirleAciklama,,Geçici kodla ilk girişinizi yaptınız. Devam etmek için kendi kalıcı parolanızı oluşturun; sonraki girişlerde daire no + bu parolayı kullanacaksınız.,لقد سجّلت الدخول لأول مرة برمز مؤقت. للمتابعة، أنشئ كلمة مرور دائمة خاصة بك؛ وستستخدم رقم الوحدة + كلمة المرور هذه في المرات القادمة.,,
parola,parolaBelirleBaslik,,Parolanızı belirleyin,حدّد كلمة المرور,,
parola,parolaBelirleButon,,Parolayı belirle,تعيين كلمة المرور,,
parola,parolaGiriseDon,,Girişe dön,العودة لتسجيل الدخول,,
parola,parolaKuraliBuyukHarf,,En az bir büyük harf içermeli,يجب أن تحتوي على حرف كبير واحد على الأقل,,
parola,parolaKuraliKisa,,En az 8 karakter olmalı,يجب أن تكون 8 أحرف على الأقل,,
parola,parolaKuraliRakam,,En az bir rakam içermeli,يجب أن تحتوي على رقم واحد على الأقل,,
parola,parolaKuraliSembol,,En az bir sembol içermeli (! ? @ # . -),يجب أن تحتوي على رمز واحد على الأقل (! ? @ # . -),,
personel,personelAktiflestir,,Aktifleştir,تنشيط,,
personel,personelAktiflestirildi,,Aktifleştirildi ✓,تم التنشيط ✓,,
personel,personelBosBirakDegismezNokta,,Boş bırakırsanız değişmez.,اتركه فارغاً ليبقى كما هو.,,
personel,personelDuzenle,,Personel düzenle,تعديل الموظف,,
personel,personelEkle,,Personel ekle,إضافة موظف,,
personel,personelEklendi,,Personel eklendi ✓,تمت إضافة الموظف ✓,,
personel,personelEklendiKod,,Personel eklendi. Bu kodu personele iletin; telefon + bu kod ile girip parolasını belirler.,تمت إضافة الموظف. سلّمه هذا الرمز؛ يسجّل الدخول بالهاتف + هذا الرمز ثم يحدّد كلمة المرور.,,
personel,personelFoto,,Fotoğraf,صورة,,
personel,personelGuncellendi,,Personel güncellendi ✓,تم تحديث الموظف ✓,,
personel,personelListelenemedi,,Personel listelenemedi.,تعذّر إدراج الموظفين.,,
personel,personelPasiflestir,,Pasifleştir,تعطيل,,
personel,personelPasiflestirildi,,Pasifleştirildi ✓,تم التعطيل ✓,,
personel,personelSifirlaGovde,,{ad} için yeni geçici kod üretilecek; eski parola geçersiz olur.,سيتم إنشاء رمز مؤقت جديد لـ {ad}؛ وتصبح كلمة المرور القديمة غير صالحة.,,
personel,personelTelefonOpsiyonel,,Cep telefonu (opsiyonel),رقم الجوال (اختياري),,
personel,personelYeniKodMesaji,,Yeni geçici kod. Personele iletin; telefon + bu kod ile girip parolasını belirler.,رمز مؤقت جديد. سلّمه للموظف؛ يسجّل الدخول بالهاتف + هذا الرمز ثم يحدّد كلمة المرور.,,
personel,personelYok,,"Henüz saha personeli yok.
Sağ alttan ekleyebilirsiniz.","لا يوجد موظفو ميدان بعد.
يمكنك الإضافة من أسفل اليمين.",,
profil,profilAranabilir,,Aranabilir,قابل للاتصال,,
profil,profilAranabilirAlt,,Yetkili roller (rıza gerektiren arama) numaranıza ulaşabilir,يمكن للأدوار المصرّح لها (اتصال يستلزم الموافقة) الوصول إلى رقمك,,
profil,profilFotoBaslik,,Profil fotoğrafı,صورة الملف الشخصي,,
profil,profilFotoGuncellendi,,Profil fotoğrafı güncellendi ✓,تم تحديث صورة الملف الشخصي ✓,,
profil,profilFotoKaldirildi,,Profil fotoğrafı kaldırıldı,تمت إزالة صورة الملف الشخصي,,
profil,profilFotoSec,,Fotoğraf seç,اختر صورة,,
profil,profilIletisimGuncellendi,,İletişim bilgileri güncellendi ✓,تم تحديث معلومات الاتصال ✓,,
profil,profilIletisimKaydet,,İletişimi kaydet,حفظ معلومات الاتصال,,
profil,profilMevcutParola,,Mevcut parola,كلمة المرور الحالية,,
profil,profilMevcutParolaZorunlu,,Mevcut parola zorunludur,كلمة المرور الحالية إلزامية,,
profil,profilNumaraYok,,Numara girilmemiş,لم يُدخل رقم,,
profil,profilParolaDegistir,,Parola değiştir,تغيير كلمة المرور,,
profil,profilParolaGuncelle,,Parolayı güncelle,تحديث كلمة المرور,,
profil,profilParolaGuncellendi,,Parola güncellendi ✓,تم تحديث كلمة المرور ✓,,
profil,profilTelefon,,Telefon,الهاتف,,
profil,profilTelefonIpucu,,örn. +905551112233,مثال: +905551112233,,
profil,profilYuklenemedi,,Profil yüklenemedi.,تعذّر تحميل الملف الشخصي.,,
rapor,raporAidat,,Aidat,الرسوم,,
rapor,raporAidatKayitYok,,Bu dönem için tahakkuk/ödeme kaydı yok.,لا سجلات استحقاق/دفع لهذه الفترة.,,
rapor,raporAyBaslik,"ay,yil",{ay} {yil},{ay} {yil},,
rapor,raporBaslik,,Aylık raporlar,التقارير الشهرية,,
rapor,raporGorevTamamlama,,Görev tamamlama,إنجاز المهام,,
rapor,raporGorevYok,,Bu ay görev tamamlaması yok.,لا إنجازات مهام هذا الشهر.,,
rapor,raporKalanBakiye,,Kalan bakiye,الرصيد المتبقي,,
rapor,raporOncekiAy,,Önceki ay,الشهر السابق,,
rapor,raporPencereYok,,Bu ay planlanmış devriye penceresi yok.,لا نوافذ دوريات مخططة هذا الشهر.,,
rapor,raporPlanlananPencere,,Planlanan pencere,النوافذ المخططة,,
rapor,raporSonTamamlamalar,,Son tamamlamalar (ilk 10),آخر الإنجازات (أول 10),,
rapor,raporSonrakiAy,,Sonraki ay,الشهر التالي,,
rapor,raporTahakkukDaire,n,Tahakkuk ({n} daire),"{n, plural, zero{المستحق (لا وحدات)} one{المستحق (وحدة واحدة)} two{المستحق (وحدتان)} few{المستحق ({n} وحدات)} many{المستحق ({n} وحدة)} other{المستحق ({n} وحدة)}}",,
rapor,raporTahsilatOdeme,n,Tahsilat ({n} ödeme),"{n, plural, zero{المُحصّل (لا مدفوعات)} one{المُحصّل (دفعة واحدة)} two{المُحصّل (دفعتان)} few{المُحصّل ({n} دفعات)} many{المُحصّل ({n} دفعة)} other{المُحصّل ({n} دفعة)}}",,
rapor,raporTamamlanmaYuzde,,Tamamlanma %{yuzde},الإنجاز {yuzde}٪,,
rapor,raporToplamTamamlama,,Toplam tamamlama,إجمالي الإنجازات,,
rapor,raporYetkiYok,,Aylık raporlar için yetkiniz yok. Bu ekran yönetici rolüne açıktır.,ليست لديك صلاحية للتقارير الشهرية. هذه الشاشة متاحة لدور مدير الموقع.,,
rez,rezAcikDuzenle,,Açık · düzenlemek için dokun,مفتوح · اضغط للتعديل,,
rez,rezAcilis,,Açılış: {saat},الافتتاح: {saat},,
rez,rezAlanAdi,,Alan adı * (örn. Havuz),اسم المنطقة * (مثال: المسبح),,
rez,rezAlanAdiGerekli,,Alan adı gerekli,اسم المنطقة مطلوب,,
rez,rezAlanDuzenle,,Alanı düzenle,تعديل المنطقة,,
rez,rezAlanEklendi,,Ortak alan eklendi ✓,تمت إضافة منطقة مشتركة ✓,,
rez,rezAlanEklenemedi,,Alan eklenemedi. Tekrar deneyin.,تعذّرت إضافة المنطقة. حاول مرة أخرى.,,
rez,rezAlanGuncellendi,,Alan güncellendi ✓,تم تحديث المنطقة ✓,,
rez,rezAlanYokGoruntuleme,,Görüntülenecek ortak alan yok.,لا توجد مناطق مشتركة للعرض.,,
rez,rezAlanYokSakin,,Rezerve edilebilir alan yok.,لا توجد مناطق قابلة للحجز.,,
rez,rezAlanYokYonetim,,"Henüz ortak alan yok. ""Yeni alan"" ile ekleyin.","لا توجد مناطق مشتركة بعد. أضف واحدة عبر ""منطقة جديدة"".",,
rez,rezAlaniEkle,,Alanı ekle,إضافة المنطقة,,
rez,rezBenimAktif,,Rezervasyonum (aktif),حجزي (نشط),,
rez,rezBenimGecti,,Rezervasyonum (geçti),حجزي (منتهٍ),,
rez,rezBos,,Boş,متاح,,
rez,rezDetayKisi,,Kişi sayısı: {n},عدد الأشخاص: {n},,
rez,rezDetayNot,,Not: {not},ملاحظة: {not},,
rez,rezDetayRezerve,,Rezerve: {zaman},تم الحجز: {zaman},,
rez,rezDetayTarih,"tarih,baslangic,bitis",Tarih: {tarih} · {baslangic}-{bitis},التاريخ: {tarih} · {baslangic}-{bitis},,
rez,rezDolu,,Dolu,محجوز,,
rez,rezDoluBaskasi,,Dolu (başkası),محجوز (شخص آخر),,
rez,rezDoluDaire,"daire,kisi",Dolu · Daire {daire}{kisi},محجوز · الوحدة {daire}{kisi},,
rez,rezDurumOnayli,,Onaylı,مؤكَّد,,
rez,rezEt,,Rezerve et,احجز,,
rez,rezEtBaslik,,{ad} — rezerve et,{ad} — احجز,,
rez,rezEvetIptalEt,,"Evet, iptal et",نعم، إلغاء,,
rez,rezGonderilemedi,,Gönderilemedi. Tekrar deneyin.,تعذّر الإرسال. حاول مرة أخرى.,,
rez,rezIptalEdildi,,İptal edildi,أُلغيت,,
rez,rezIptalEdildiBildirim,,Rezervasyon iptal edildi,تم إلغاء الحجز,,
rez,rezIptalEdilsinMi,,Rezervasyon iptal edilsin mi?,هل يُلغى الحجز؟,,
rez,rezIptalEt,,İptal et,إلغاء,,
rez,rezIptalGonderilemedi,,İptal gönderilemedi. Tekrar deneyin.,تعذّر إرسال الإلغاء. حاول مرة أخرى.,,
rez,rezIptalUyari,,Slot yeniden boşa çıkar; bu işlem geri alınamaz.,تعود الفترة متاحة؛ لا يمكن التراجع عن هذه العملية.,,
rez,rezKapaliDuzenle,,Kapalı · düzenlemek için dokun,مغلق · اضغط للتعديل,,
rez,rezKapanis,,Kapanış: {saat},الإغلاق: {saat},,
rez,rezKapanisSonra,,Kapanış saati açılıştan sonra olmalı.,يجب أن يكون وقت الإغلاق بعد وقت الافتتاح.,,
rez,rezKisiEki,, · {n} kişi, · {n} أشخاص,,
rez,rezKisiSayisiEtiket,,Kişi sayısı:,عدد الأشخاص:,,
rez,rezMusait,,Müsait: {ozet},متاح: {ozet},,
rez,rezMusaitOzeti,"acilis,kapanis,dakika",{acilis}–{kapanis} · {dakika} dk slot,{acilis}–{kapanis} · فترة {dakika} د,,
rez,rezMusaitSlotlariGor,,Müsait: {ozet} · dokunup slotları gör,متاح: {ozet} · اضغط لعرض الفترات,,
rez,rezMusaitlikHerGun,,Müsaitlik (her gün),التوفر (كل يوم),,
rez,rezOnaylandi,,Rezervasyonunuz onaylandı ✓,تم تأكيد حجزك ✓,,
rez,rezOrtakAlan,,Ortak alan,منطقة مشتركة,,
rez,rezPasifAlan,,Pasif (rezerve edilemez),غير نشط (غير قابل للحجز),,
rez,rezSatirOzet,"tarih,baslangic,bitis,kisi",{tarih} · {baslangic}-{bitis} · {kisi} kişi,{tarih} · {baslangic}-{bitis} · {kisi} أشخاص,,
rez,rezSebepCokErken,,24s içinde açılır,يُفتح خلال ٢٤ ساعة,,
rez,rezSebepDolu,,dolu,محجوز,,
rez,rezSebepGecti,,geçti,منتهٍ,,
rez,rezSebepGunluk,,günlük hakkınız dolu,استُنفد حقك اليومي,,
rez,rezSec,,Seç,اختر,,
rez,rezSekmeAlanlar,,Alanlar ({n}),المناطق ({n}),,
rez,rezSekmeRezervasyonlar,,Rezervasyonlar ({n}),الحجوزات ({n}),,
rez,rezSizin,,Rezervasyonunuz,حجزك,,
rez,rezSizinGecti,,Rezervasyonunuz (geçti),حجزك (منتهٍ),,
rez,rezSlotAralik,"baslangic,bitis",{baslangic} – {bitis},{baslangic} – {bitis},,
rez,rezSlotDakika,,{n} dakika,{n} دقيقة,,
rez,rezSlotKurali,,Slot yalnızca başlangıcına 24 saatten az kala açılır; günde en fazla bir rezervasyon yapabilirsiniz.,تُفتح الفترة فقط قبل بدايتها بأقل من ٢٤ ساعة؛ ويمكنك حجز واحد كحد أقصى يومياً.,,
rez,rezSlotUzunlugu,,Slot uzunluğu,طول الفترة,,
rez,rezSlotYok,,Bu alan için tanımlı slot yok.,لا توجد فترات معرّفة لهذه المنطقة.,,
rez,rezSlotlarYuklenemedi,,Slotlar yüklenemedi. Tekrar deneyin.,تعذّر تحميل الفترات. حاول مرة أخرى.,,
rez,rezTarihEtiket,,Tarih: {tarih},التاريخ: {tarih},,
rez,rezYeniAlan,,Yeni alan,منطقة جديدة,,
rez,rezYeniOrtakAlan,,Yeni ortak alan,منطقة مشتركة جديدة,,
rez,rezYok,,Rezervasyon yok.,لا توجد حجوزات.,,
rez,rezYokSakin,,"Rezervasyonunuz yok. ""Alanlar"" sekmesinden bir alan seçip boş bir slotu ayırtın.","ليست لديك حجوزات. اختر منطقة من تبويب ""المناطق"" واحجز فترة متاحة.",,
rol,rolAdmin,,Platform Admini,مدير المنصة,,
rol,rolBilinmeyen,,Bilinmeyen rol,دور غير معروف,,
rol,rolGuvenlik,,Güvenlik,الأمن,,
rol,rolSakin,,Site Sakini,ساكن,,
rol,rolTesisGorevlisi,,Tesis Görevlisi,مسؤول المنشأة,,
rol,rolYonetici,,Site Yöneticisi,مدير الموقع,,
sakin,sakinBaslik,,Site Sakinleri,سكان المجمّع,,
sakin,sakinBosBirakDegismez,,Boş bırakırsanız değişmez,اتركه فارغاً ليبقى كما هو,,
sakin,sakinBosBirakKod,,Boş bırakırsanız geçici kod üretilir,اتركه فارغاً ليتم إنشاء رمز مؤقت,,
sakin,sakinDaireNoZorunlu,,Daire no zorunludur,رقم الوحدة إلزامي,,
sakin,sakinDaireYok,,Daire atanmamış,لم تُخصَّص وحدة,,
sakin,sakinDuzenleBaslik,,Sakini düzenle,تعديل الساكن,,
sakin,sakinEkle,,Sakin ekle,إضافة ساكن,,
sakin,sakinEklendi,,Sakin eklendi ✓,تمت إضافة الساكن ✓,,
sakin,sakinEklendiKod,,Sakin eklendi. Bu kodu sakine iletin; telefon + bu kod ile girip parolasını belirler.,تمت إضافة الساكن. سلّمه هذا الرمز؛ يسجّل الدخول بالهاتف + هذا الرمز ثم يحدّد كلمة المرور.,,
sakin,sakinGirisAnahtari,,Giriş anahtarı (global benzersiz).,مفتاح تسجيل الدخول (فريد عالمياً).,,
sakin,sakinGuncellendi,,Güncellendi ✓,تم التحديث ✓,,
sakin,sakinIslemleri,,Sakin işlemleri,إجراءات الساكن,,
sakin,sakinListelenemedi,,Sakinler listelenemedi.,تعذّر إدراج السكان.,,
sakin,sakinParolaOpsiyonel,,Parola (opsiyonel),كلمة المرور (اختياري),,
sakin,sakinParolaSifirla,,Parola sıfırla,إعادة تعيين كلمة المرور,,
sakin,sakinParolaSifirlaGovde,,"""{ad}"" için yeni geçici kod üretilir; eski parolası geçersiz olur. Kullanıcı telefon + yeni kod ile girip parolasını belirler.","سيتم إنشاء رمز مؤقت جديد لـ ""{ad}""؛ وتصبح كلمة المرور القديمة غير صالحة. يسجّل المستخدم الدخول بالهاتف + الرمز الجديد ثم يحدّد كلمة المرور.",,
sakin,sakinParolaSifirlaOnay,,Parola sıfırlansın mı?,إعادة تعيين كلمة المرور؟,,
sakin,sakinPasiflestirildi,,"""{ad}"" pasifleştirildi — geçmişi var (numara serbest)","تم تعطيل ""{ad}"" — لديه سجل (تم تحرير الرقم)",,
sakin,sakinSifirla,,Sıfırla,إعادة تعيين,,
sakin,sakinSilGovde,,"""{ad}"" silinir. Geçmiş kaydı yoksa tamamen silinir; varsa pasifleşir. Her durumda telefon numarası serbest kalır (aynı numarayla yeniden kayıt yapılabilir).","سيُحذف ""{ad}"". إذا لم يكن له سجل يُحذف نهائياً؛ وإلا يصبح غير نشط. في كل الحالات يُحرَّر رقم الهاتف (يمكن التسجيل به مجدداً).",,
sakin,sakinSilOnay,,Sakini sil?,حذف الساكن؟,,
sakin,sakinSilindi,,"""{ad}"" silindi (numara serbest)","تم حذف ""{ad}"" (تم تحرير الرقم)",,
sakin,sakinYeniKodMesaji,,"""{ad}"" için yeni geçici kod. Sakine iletin; telefon + bu kod ile girip parolasını belirler.","رمز مؤقت جديد لـ ""{ad}"". سلّمه للساكن؛ يسجّل الدخول بالهاتف + هذا الرمز ثم يحدّد كلمة المرور.",,
sakin,sakinYeniTelefon,,Yeni cep telefonu,رقم جوال جديد,,
sakin,sakinYok,,"Henüz site sakini yok.
Sağ alttan ekleyebilirsiniz.","لا يوجد سكان بعد.
يمكنك الإضافة من أسفل اليمين.",,
sayac,sayacAcik,,{n} Açık,"{n, plural, zero{لا يوجد مفتوح} one{مفتوح واحد} two{مفتوحان} few{{n} مفتوحة} many{{n} مفتوحاً} other{{n} مفتوح}}",,
sayac,sayacAktif,,{n} Aktif,"{n, plural, zero{لا وردية نشطة} one{وردية نشطة} two{ورديتان نشطتان} few{{n} ورديات نشطة} many{{n} وردية نشطة} other{{n} وردية نشطة}}",,
sayac,sayacArac,,{n} araç,"{n, plural, zero{لا مركبات} one{مركبة واحدة} two{مركبتان} few{{n} مركبات} many{{n} مركبة} other{{n} مركبة}}",,
sayac,sayacBekleyen,,{n} bekleyen,"{n, plural, zero{لا شيء بالانتظار} one{واحد بالانتظار} two{اثنان بالانتظار} few{{n} بالانتظار} many{{n} بالانتظار} other{{n} بالانتظار}}",,
sayac,sayacBekliyor,,{n} Bekliyor,"{n, plural, zero{لا شيء بالانتظار} one{عنصر واحد بالانتظار} two{عنصران بالانتظار} few{{n} عناصر بالانتظار} many{{n} عنصراً بالانتظار} other{{n} بالانتظار}}",,
sayac,sayacDaire,,{n} Daire,"{n, plural, zero{لا شقق} one{شقة واحدة} two{شقتان} few{{n} شقق} many{{n} شقة} other{{n} شقة}}",,
sayac,sayacGiris,,{n} Giriş,"{n, plural, zero{لا دخول} one{دخول واحد} two{دخولان} few{{n} دخولات} many{{n} دخولاً} other{{n} دخول}}",,
sayac,sayacGorevli,,{n} Görevli,"{n, plural, zero{لا موظفين} one{موظف واحد} two{موظفان} few{{n} موظفين} many{{n} موظفاً} other{{n} موظف}}",,
sayac,sayacIceride,,{n} İçeride,"{n, plural, zero{لا أحد بالداخل} one{شخص واحد بالداخل} two{شخصان بالداخل} few{{n} أشخاص بالداخل} many{{n} شخصاً بالداخل} other{{n} بالداخل}}",,
sayac,sayacKayit,,{n} Kayıt,"{n, plural, zero{لا سجلات} one{سجل واحد} two{سجلان} few{{n} سجلات} many{{n} سجلاً} other{{n} سجل}}",,
sayac,sayacYaklasan,,{n} Yaklaşan,"{n, plural, zero{لا قادم} one{واحد قادم} two{اثنان قادمان} few{{n} قادمة} many{{n} قادماً} other{{n} قادم}}",,
sayac,sayacYeni,,{n} Yeni,"{n, plural, zero{لا جديد} one{واحد جديد} two{اثنان جديدان} few{{n} جديدة} many{{n} جديداً} other{{n} جديد}}",,
sayac,sayacZimmetli,,{n} Zimmetli,"{n, plural, zero{لا عهدة} one{عهدة واحدة} two{عهدتان} few{{n} عُهَد} many{{n} عهدة} other{{n} عهدة}}",,
seffaf,seffafAidatToplama,,Aidat toplama,تحصيل الرسوم,,
seffaf,seffafAyYayinlandi,,Ay yayınlandı.,تم نشر الشهر.,,
seffaf,seffafGecikmede,n,Gecikmede {n} daire,"{n, plural, zero{لا وحدات متأخرة} one{وحدة واحدة متأخرة} two{وحدتان متأخرتان} few{{n} وحدات متأخرة} many{{n} وحدة متأخرة} other{{n} وحدة متأخرة}}",,
seffaf,seffafGiderDagilimi,,Gider dağılımı,توزيع المصروفات,,
seffaf,seffafGiderYok,,Bu ay gider kaydı yok.,لا مصروفات مسجّلة هذا الشهر.,,
seffaf,seffafNet,,Net,الصافي,,
seffaf,seffafOdeyenDaire,"odeyen,toplam",Ödeyen daire: {odeyen}/{toplam},الوحدات الدافعة: {odeyen}/{toplam},,
seffaf,seffafOncekiAyNet,,Önceki ay net: {tutar},صافي الشهر السابق: {tutar},,
seffaf,seffafOnizlemeAlt,,Yalnızca yönetim görüyor (önizleme).,الإدارة فقط تراه (معاينة).,,
seffaf,seffafOnizlemeUyari,,Önizleme — henüz yayınlanmadı.,معاينة — لم يُنشر بعد.,,
seffaf,seffafOzetBaslik,,{ay} — Özet,{ay} — الملخص,,
seffaf,seffafTahakkukYok,,Bu ay için tahakkuk yok.,لا استحقاق لهذا الشهر.,,
seffaf,seffafTahsilatSatir,"tahsilat,tahakkuk,yuzde",Tahsilat: {tahsilat} / {tahakkuk}  (tutar: %{yuzde}),المُحصّل: {tahsilat} / {tahakkuk}  (المبلغ: {yuzde}٪),,
seffaf,seffafTaslakEki,, • taslak, • مسودة,,
seffaf,seffafToplamGelir,,Toplam gelir,إجمالي الإيرادات,,
seffaf,seffafToplamGider,,Toplam gider,إجمالي المصروفات,,
seffaf,seffafVeriYok,,Yönetim henüz özet yayınlamadı.,لم تنشر الإدارة ملخصاً بعد.,,
seffaf,seffafVeriYokYonetim,,Henüz finansal veri yok. Gelir/gider veya aidat girildiğinde aylar burada listelenir.,لا توجد بيانات مالية بعد. تظهر الأشهر هنا بعد إدخال الإيرادات/المصروفات أو الرسوم.,,
seffaf,seffafYayinGeriAlindi,,Yayın geri alındı.,تم سحب النشر.,,
seffaf,seffafYayindaAlt,,Sakinler bu özeti görüyor.,السكان يرون هذا الملخص.,,
seffaf,seffafYayinla,,Bu ayı yayınla,انشر هذا الشهر,,
seffaf,seffafYuklenemedi,,Yüklenemedi. Lütfen tekrar deneyin.,تعذّر التحميل. الرجاء المحاولة مرة أخرى.,,
sekme,sekmeAnaSayfa,,Ana Sayfa,الرئيسية,,
sekme,sekmeAyarlar,,Ayarlar,الإعدادات,,
sekme,sekmeBildirimler,,Bildirimler,الإشعارات,,
sekme,sekmeBugun,,Bugün,اليوم,,
sekme,sekmeGecmis,,Geçmiş,السجل,,
sekme,sekmeRaporlar,,Raporlar,التقارير,,
sekme,sekmeTaramaGunlugu,,Tarama günlüğü,سجل المسح,,
sema,semaAcikSikayet,n,{n} açık şikayet,"{n, plural, zero{لا شكاوى مفتوحة} one{شكوى مفتوحة واحدة} two{شكويان مفتوحتان} few{{n} شكاوى مفتوحة} many{{n} شكوى مفتوحة} other{{n} شكوى مفتوحة}}",,
sema,semaAcikSikayetYok,,Bu daire için açık şikayet yok.,لا توجد شكاوى مفتوحة لهذه الوحدة.,,
sema,semaBuDaireSikayetlerim,,Bu daire için şikayetleriniz,شكاواك بشأن هذه الوحدة,,
sema,semaBuDaireyiSikayetEt,,Bu daireyi şikayet et,الإبلاغ عن هذه الوحدة,,
sema,semaDaireEtiket,,Daire {no},الوحدة {no},,
sema,semaDaireYok,,Henüz daire yok.,لا توجد وحدات بعد.,,
sema,semaGonderilemedi,,Gönderilemedi. Lütfen tekrar deneyin.,تعذّر الإرسال. حاول مرة أخرى.,,
sema,semaHaftalikSinir,,Bu daire için bu konuda haftada en fazla 1 şikayet açabilirsiniz.,يمكنك تقديم شكوى واحدة كحد أقصى أسبوعياً بهذا الشأن لهذه الوحدة.,,
sema,semaKapatildi,,Kapatıldı,مُغلقة,,
sema,semaKendiBlok,,Yalnızca kendi bloğunuzdaki daireleri şikayet edebilirsiniz.,يمكنك الإبلاغ عن وحدات في مبناك فقط.,,
sema,semaSikayetAnonimNot,,Şikayetiniz yönetime iletilir; komşularınıza gösterilmez.,تُرسل شكواك إلى الإدارة؛ ولا تُعرض على جيرانك.,,
sema,semaSikayetEtBaslik,,Daire {no} — şikayet et,الوحدة {no} — إبلاغ,,
sema,semaSikayetIletildi,,Şikayetiniz iletildi.,تم إرسال شكواك.,,
sema,semaSikayetiGonder,,Şikayeti gönder,إرسال الشكوى,,
sema,semaSikayetimYok,,Bu daireye şikayetiniz yok.,ليست لديك شكاوى بشأن هذه الوحدة.,,
sema,semaSikayetlerYuklenemedi,,Şikayetler yüklenemedi.,تعذّر تحميل الشكاوى.,,
sema,semaSikayetlerimYuklenemedi,,Şikayetleriniz yüklenemedi.,تعذّر تحميل شكاواك.,,
sema,semaYerlesimAciklama,,Bina yerleşimi. Şikayet yoğunluğu yalnızca yönetime gösterilir.,توزيع المبنى. تُعرض كثافة الشكاوى للإدارة فقط.,,
sema,semaYerlesimGirilmemis,,Haritada yerleşimi girilmemiş,لم يُدخل التوزيع على الخريطة,,
sema,semaYogunluk,,Yoğunluk:,الكثافة:,,
sema,semaYogunlukYonetim,,Şikayet yoğunluğu yalnızca yönetime gösterilir.,تُعرض كثافة الشكاوى للإدارة فقط.,,
sema,semaYonetimeIletildi,,Yönetime iletildi,أُرسلت إلى الإدارة,,
sikayet,sikayetDurumKapandi,,Kapandı,مغلقة,,
sikayet,sikayetSatirBaslik,"daire,kategori",Daire {daire} · {kategori},الوحدة {daire} · {kategori},,
sikayet,sikayetYokSakin,,"Henüz şikayet açmadınız.
Şikayet Haritası’ndan bir daire seçip şikayet edebilirsiniz.","لم تفتح أي شكوى بعد.
اختر وحدة من خريطة الشكاوى لتقديم شكوى.",,
sure,sureDakikaSaniye,"dakika,saniye",{dakika} dk {saniye} sn,{dakika} د {saniye} ث,,
sure,sureSaatDakika,"saat,dakika",{saat} sa {dakika} dk,{saat} س {dakika} د,,
sure,sureSaniye,,{saniye} sn,{saniye} ث,,
talep,talepAcanSakin,,Sakin,ساكن,,
talep,talepAcikYok,,Açık talep yok.,لا توجد طلبات مفتوحة.,,
talep,talepAcikYokSakin,,"Açık talebiniz yok. ""Yeni talep"" ile talep/arızanızı iletebilirsiniz.","ليست لديك طلبات مفتوحة. استخدم ""طلب جديد"" لإرسال طلبك أو عطلك.",,
talep,talepAciklamaAlan,,Açıklama,الوصف,,
talep,talepAciklamaZorunlu,,Açıklama zorunludur,الوصف مطلوب,,
talep,talepAtanabilirPersonelYok,,Atanabilir aktif saha personeli yok. Dönüştürmek için önce security/tesis görevlisi ekleyin.,لا يوجد عاملون ميدانيون نشطون للإسناد. أضف أولاً أمناً أو مسؤول منشأة لتتمكن من التحويل.,,
talep,talepBaslikAlan,,Başlık,العنوان,,
talep,talepBaslikZorunlu,,Başlık zorunludur,العنوان مطلوب,,
talep,talepCoz,,Çöz,حل,,
talep,talepCozBaslik,,Talebi çöz,حل الطلب,,
talep,talepCozNot,,Talep iş emri açmadan doğrudan çözüldü olarak işaretlenir.,يُعلَّم الطلب كمحلول مباشرة دون إنشاء أمر عمل.,,
talep,talepCozuldu,,Talep çözüldü ✓,تم حل الطلب ✓,,
talep,talepCozulenYok,,Henüz çözülen talep yok.,لا توجد طلبات محلولة بعد.,,
talep,talepCozumNotu,,Çözüm notu (opsiyonel),ملاحظة الحل (اختياري),,
talep,talepDonustur,,Dönüştür,تحويل,,
talep,talepDonusturuluyor,,Dönüştürülüyor...,جارٍ التحويل...,,
talep,talepDurumAcik,,Açık,مفتوح,,
talep,talepDurumCozuldu,,Çözüldü,تم الحل,,
talep,talepDurumGecmisi,,Durum geçmişi,سجل الحالة,,
talep,talepDurumIsEmri,,İş Emri,أمر عمل,,
talep,talepDurumReddedildi,,Reddedildi,مرفوض,,
talep,talepFotoYuklenemedi,,Fotoğraf yüklenemedi.,تعذّر تحميل الصورة.,,
talep,talepGonder,,Gönder,إرسال,,
talep,talepGorselYuklenemedi,,Görsel yüklenemedi,تعذّر تحميل الصورة,,
talep,talepGorseller,,"Görseller (opsiyonel, en fazla 3)",الصور (اختياري، ٣ كحد أقصى),,
talep,talepIletildi,,Talebiniz iletildi ✓,تم إرسال طلبك ✓,,
talep,talepIsEmri,,İş emri,أمر عمل,,
talep,talepIsEmriAtandi,,Atandı,مُسند,,
talep,talepIsEmriDurumBilinmiyor,,Durum bilinmiyor,الحالة غير معروفة,,
talep,talepIsEmriTamamlandi,,Tamamlandı,مُنجز,,
talep,talepIsEmriYok,,İş emrine dönüşen talep yok.,لا توجد طلبات حُوّلت إلى أمر عمل.,,
talep,talepIsEmrineDonustur,,İş emrine dönüştür,تحويل إلى أمر عمل,,
talep,talepIsEmrineDonusturBuyuk,,İş Emrine Dönüştür,تحويل إلى أمر عمل,,
talep,talepIsEmrineDonusturuldu,,Talep iş emrine dönüştürüldü ✓,تم تحويل الطلب إلى أمر عمل ✓,,
talep,talepKategoriOpsiyonel,,Kategori (opsiyonel),الفئة (اختياري),,
