modul,anahtar,yer_tutucular,turkce_kaynak,ru_mevcut,ru_duzeltme,not
rez,rezBenimAktif,,Rezervasyonum (aktif),Моя бронь (активна),,
rez,rezBenimGecti,,Rezervasyonum (geçti),Моя бронь (прошла),,
rez,rezBos,,Boş,Свободно,,
rez,rezDetayKisi,,Kişi sayısı: {n},Количество человек: {n},,
rez,rezDetayNot,,Not: {not},Примечание: {not},,
rez,rezDetayRezerve,,Rezerve: {zaman},Забронировано: {zaman},,
rez,rezDetayTarih,"tarih,baslangic,bitis",Tarih: {tarih} · {baslangic}-{bitis},Дата: {tarih} · {baslangic}-{bitis},,
rez,rezDolu,,Dolu,Занято,,
rez,rezDoluBaskasi,,Dolu (başkası),Занято (другим),,
rez,rezDoluDaire,"daire,kisi",Dolu · Daire {daire}{kisi},Занято · Кв. {daire}{kisi},,
rez,rezDurumOnayli,,Onaylı,Подтверждено,,
rez,rezEt,,Rezerve et,Забронировать,,
rez,rezEtBaslik,,{ad} — rezerve et,{ad} — забронировать,,
rez,rezEvetIptalEt,,"Evet, iptal et","Да, отменить",,
rez,rezGonderilemedi,,Gönderilemedi. Tekrar deneyin.,Не удалось отправить. Попробуйте снова.,,
rez,rezIptalEdildi,,İptal edildi,Отменено,,
rez,rezIptalEdildiBildirim,,Rezervasyon iptal edildi,Бронь отменена,,
rez,rezIptalEdilsinMi,,Rezervasyon iptal edilsin mi?,Отменить бронь?,,
rez,rezIptalEt,,İptal et,Отменить,,
rez,rezIptalGonderilemedi,,İptal gönderilemedi. Tekrar deneyin.,Не удалось отправить отмену. Попробуйте снова.,,
rez,rezIptalUyari,,Slot yeniden boşa çıkar; bu işlem geri alınamaz.,Слот снова станет свободным; отменить это нельзя.,,
rez,rezKapaliDuzenle,,Kapalı · düzenlemek için dokun,Закрыто · нажмите для изменения,,
rez,rezKapanis,,Kapanış: {saat},Закрытие: {saat},,
rez,rezKapanisSonra,,Kapanış saati açılıştan sonra olmalı.,Время закрытия должно быть позже времени открытия.,,
rez,rezKisiEki,, · {n} kişi, · {n} чел.,,
rez,rezKisiSayisiEtiket,,Kişi sayısı:,Количество человек:,,
rez,rezMusait,,Müsait: {ozet},Доступно: {ozet},,
rez,rezMusaitOzeti,"acilis,kapanis,dakika",{acilis}–{kapanis} · {dakika} dk slot,{acilis}–{kapanis} · слот {dakika} мин,,
rez,rezMusaitSlotlariGor,,Müsait: {ozet} · dokunup slotları gör,"Доступно: {ozet} · нажмите, чтобы увидеть слоты",,
rez,rezMusaitlikHerGun,,Müsaitlik (her gün),Доступность (каждый день),,
rez,rezOnaylandi,,Rezervasyonunuz onaylandı ✓,Ваша бронь подтверждена ✓,,
rez,rezOrtakAlan,,Ortak alan,Общая зона,,
rez,rezPasifAlan,,Pasif (rezerve edilemez),Неактивно (нельзя бронировать),,
rez,rezSatirOzet,"tarih,baslangic,bitis,kisi",{tarih} · {baslangic}-{bitis} · {kisi} kişi,{tarih} · {baslangic}-{bitis} · {kisi} чел.,,
rez,rezSebepCokErken,,24s içinde açılır,откроется в течение 24 ч,,
rez,rezSebepDolu,,dolu,занято,,
rez,rezSebepGecti,,geçti,прошло,,
rez,rezSebepGunluk,,günlük hakkınız dolu,дневной лимит исчерпан,,
rez,rezSec,,Seç,Выбрать,,
rez,rezSekmeAlanlar,,Alanlar ({n}),Зоны ({n}),,
rez,rezSekmeRezervasyonlar,,Rezervasyonlar ({n}),Брони ({n}),,
rez,rezSizin,,Rezervasyonunuz,Ваша бронь,,
rez,rezSizinGecti,,Rezervasyonunuz (geçti),Ваша бронь (прошла),,
rez,rezSlotAralik,"baslangic,bitis",{baslangic} – {bitis},{baslangic} – {bitis},,
rez,rezSlotDakika,,{n} dakika,{n} минут,,
rez,rezSlotKurali,,Slot yalnızca başlangıcına 24 saatten az kala açılır; günde en fazla bir rezervasyon yapabilirsiniz.,Слот открывается только менее чем за 24 часа до начала; не более одной брони в день.,,
rez,rezSlotUzunlugu,,Slot uzunluğu,Длительность слота,,
rez,rezSlotYok,,Bu alan için tanımlı slot yok.,Для этой зоны слоты не заданы.,,
rez,rezSlotlarYuklenemedi,,Slotlar yüklenemedi. Tekrar deneyin.,Не удалось загрузить слоты. Попробуйте снова.,,
rez,rezTarihEtiket,,Tarih: {tarih},Дата: {tarih},,
rez,rezYeniAlan,,Yeni alan,Новая зона,,
rez,rezYeniOrtakAlan,,Yeni ortak alan,Новая общая зона,,
rez,rezYok,,Rezervasyon yok.,Брони нет.,,
rez,rezYokSakin,,"Rezervasyonunuz yok. ""Alanlar"" sekmesinden bir alan seçip boş bir slotu ayırtın.",У вас нет брони. Выберите зону на вкладке «Зоны» и займите свободный слот.,,
rol,rolAdmin,,Platform Admini,Администратор платформы,,
rol,rolBilinmeyen,,Bilinmeyen rol,Неизвестная роль,,
rol,rolGuvenlik,,Güvenlik,Охрана,,
rol,rolSakin,,Site Sakini,Житель,,
rol,rolTesisGorevlisi,,Tesis Görevlisi,Техник объекта,,
rol,rolYonetici,,Site Yöneticisi,Управляющий объектом,,
sakin,sakinBaslik,,Site Sakinleri,Жители объекта,,
sakin,sakinBosBirakDegismez,,Boş bırakırsanız değişmez,Оставьте пустым — не изменится,,
sakin,sakinBosBirakKod,,Boş bırakırsanız geçici kod üretilir,Оставьте пустым — будет создан временный код,,
sakin,sakinDaireNoZorunlu,,Daire no zorunludur,Номер квартиры обязателен,,
sakin,sakinDaireYok,,Daire atanmamış,Квартира не назначена,,
sakin,sakinDuzenleBaslik,,Sakini düzenle,Изменить жителя,,
sakin,sakinEkle,,Sakin ekle,Добавить жителя,,
sakin,sakinEklendi,,Sakin eklendi ✓,Житель добавлен ✓,,
sakin,sakinEklendiKod,,Sakin eklendi. Bu kodu sakine iletin; telefon + bu kod ile girip parolasını belirler.,Житель добавлен. Передайте ему этот код: он входит по телефону + этому коду и задаёт пароль.,,
sakin,sakinGirisAnahtari,,Giriş anahtarı (global benzersiz).,Ключ входа (глобально уникальный).,,
sakin,sakinGuncellendi,,Güncellendi ✓,Обновлено ✓,,
sakin,sakinIslemleri,,Sakin işlemleri,Действия с жителем,,
sakin,sakinListelenemedi,,Sakinler listelenemedi.,Не удалось загрузить список жителей.,,
sakin,sakinParolaOpsiyonel,,Parola (opsiyonel),Пароль (необязательно),,
sakin,sakinParolaSifirla,,Parola sıfırla,Сбросить пароль,,
sakin,sakinParolaSifirlaGovde,,"""{ad}"" için yeni geçici kod üretilir; eski parolası geçersiz olur. Kullanıcı telefon + yeni kod ile girip parolasını belirler.","Для ""{ad}"" будет создан новый временный код; старый пароль перестанет работать. Пользователь входит по телефону + новому коду и задаёт пароль.",,
sakin,sakinParolaSifirlaOnay,,Parola sıfırlansın mı?,Сбросить пароль?,,
sakin,sakinPasiflestirildi,,"""{ad}"" pasifleştirildi — geçmişi var (numara serbest)","""{ad}"" деактивирован — есть история (номер освобождён)",,
sakin,sakinSifirla,,Sıfırla,Сбросить,,
sakin,sakinSilGovde,,"""{ad}"" silinir. Geçmiş kaydı yoksa tamamen silinir; varsa pasifleşir. Her durumda telefon numarası serbest kalır (aynı numarayla yeniden kayıt yapılabilir).","""{ad}"" будет удалён. Если истории нет — запись удаляется полностью, иначе становится неактивной. В любом случае номер телефона освобождается (его можно зарегистрировать снова).",,
sakin,sakinSilOnay,,Sakini sil?,Удалить жителя?,,
sakin,sakinSilindi,,"""{ad}"" silindi (numara serbest)","""{ad}"" удалён (номер освобождён)",,
sakin,sakinYeniKodMesaji,,"""{ad}"" için yeni geçici kod. Sakine iletin; telefon + bu kod ile girip parolasını belirler.","Новый временный код для ""{ad}"". Передайте его жителю: он входит по телефону + этому коду и задаёт пароль.",,
sakin,sakinYeniTelefon,,Yeni cep telefonu,Новый мобильный номер,,
sakin,sakinYok,,"Henüz site sakini yok.
Sağ alttan ekleyebilirsiniz.","Жителей пока нет.
Добавьте кнопкой справа снизу.",,
sayac,sayacAcik,,{n} Açık,"{n, plural, one{{n} открытая} few{{n} открытые} many{{n} открытых} other{{n} открытых}}",,
sayac,sayacAktif,,{n} Aktif,"{n, plural, one{{n} активная} few{{n} активные} many{{n} активных} other{{n} активных}}",,
sayac,sayacArac,,{n} araç,"{n, plural, one{{n} автомобиль} few{{n} автомобиля} many{{n} автомобилей} other{{n} автомобилей}}",,
sayac,sayacBekleyen,,{n} bekleyen,"{n, plural, one{{n} в очереди} few{{n} в очереди} many{{n} в очереди} other{{n} в очереди}}",,
sayac,sayacBekliyor,,{n} Bekliyor,"{n, plural, one{{n} ожидает} few{{n} ожидают} many{{n} ожидают} other{{n} ожидают}}",,
sayac,sayacDaire,,{n} Daire,"{n, plural, one{{n} квартира} few{{n} квартиры} many{{n} квартир} other{{n} квартир}}",,
sayac,sayacGiris,,{n} Giriş,"{n, plural, one{{n} въезд} few{{n} въезда} many{{n} въездов} other{{n} въездов}}",,
sayac,sayacGorevli,,{n} Görevli,"{n, plural, one{{n} сотрудник} few{{n} сотрудника} many{{n} сотрудников} other{{n} сотрудников}}",,
sayac,sayacIceride,,{n} İçeride,"{n, plural, one{{n} внутри} few{{n} внутри} many{{n} внутри} other{{n} внутри}}",,
sayac,sayacKayit,,{n} Kayıt,"{n, plural, one{{n} запись} few{{n} записи} many{{n} записей} other{{n} записей}}",,
sayac,sayacYaklasan,,{n} Yaklaşan,"{n, plural, one{{n} предстоящее} few{{n} предстоящих} many{{n} предстоящих} other{{n} предстоящих}}",,
sayac,sayacYeni,,{n} Yeni,"{n, plural, one{{n} новая} few{{n} новых} many{{n} новых} other{{n} новых}}",,
sayac,sayacZimmetli,,{n} Zimmetli,"{n, plural, one{{n} на руках} few{{n} на руках} many{{n} на руках} other{{n} на руках}}",,
seffaf,seffafAidatToplama,,Aidat toplama,Сбор взносов,,
seffaf,seffafAyYayinlandi,,Ay yayınlandı.,Месяц опубликован.,,
seffaf,seffafGecikmede,n,Gecikmede {n} daire,"{n, plural, one{{n} квартира просрочена} few{{n} квартиры просрочены} many{{n} квартир просрочено} other{{n} квартир просрочено}}",,
seffaf,seffafGiderDagilimi,,Gider dağılımı,Структура расходов,,
seffaf,seffafGiderYok,,Bu ay gider kaydı yok.,В этом месяце расходов нет.,,
seffaf,seffafNet,,Net,Итого,,
seffaf,seffafOdeyenDaire,"odeyen,toplam",Ödeyen daire: {odeyen}/{toplam},Оплатили квартир: {odeyen}/{toplam},,
seffaf,seffafOncekiAyNet,,Önceki ay net: {tutar},Итого за прошлый месяц: {tutar},,
seffaf,seffafOnizlemeAlt,,Yalnızca yönetim görüyor (önizleme).,Видно только управлению (предпросмотр).,,
seffaf,seffafOnizlemeUyari,,Önizleme — henüz yayınlanmadı.,Предпросмотр — ещё не опубликовано.,,
seffaf,seffafOzetBaslik,,{ay} — Özet,{ay} — сводка,,
seffaf,seffafTahakkukYok,,Bu ay için tahakkuk yok.,За этот месяц начислений нет.,,
seffaf,seffafTahsilatSatir,"tahsilat,tahakkuk,yuzde",Tahsilat: {tahsilat} / {tahakkuk}  (tutar: %{yuzde}),Собрано: {tahsilat} / {tahakkuk}  (сумма: {yuzde}%),,
seffaf,seffafTaslakEki,, • taslak, • черновик,,
seffaf,seffafToplamGelir,,Toplam gelir,Всего доходов,,
seffaf,seffafToplamGider,,Toplam gider,Всего расходов,,
seffaf,seffafVeriYok,,Yönetim henüz özet yayınlamadı.,Управление ещё не опубликовало сводку.,,
seffaf,seffafVeriYokYonetim,,Henüz finansal veri yok. Gelir/gider veya aidat girildiğinde aylar burada listelenir.,Финансовых данных пока нет. Месяцы появятся здесь после ввода доходов/расходов или взносов.,,
seffaf,seffafYayinGeriAlindi,,Yayın geri alındı.,Публикация отозвана.,,
seffaf,seffafYayindaAlt,,Sakinler bu özeti görüyor.,Жители видят эту сводку.,,
seffaf,seffafYayinla,,Bu ayı yayınla,Опубликовать этот месяц,,
seffaf,seffafYuklenemedi,,Yüklenemedi. Lütfen tekrar deneyin.,Не удалось загрузить. Попробуйте снова.,,
sekme,sekmeAnaSayfa,,Ana Sayfa,Главная,,
sekme,sekmeAyarlar,,Ayarlar,Настройки,,
sekme,sekmeBildirimler,,Bildirimler,Уведомления,,
sekme,sekmeBugun,,Bugün,Сегодня,,
sekme,sekmeGecmis,,Geçmiş,История,,
sekme,sekmeRaporlar,,Raporlar,Отчёты,,
sekme,sekmeTaramaGunlugu,,Tarama günlüğü,Журнал сканирований,,
sema,semaAcikSikayet,n,{n} açık şikayet,"{n, plural, one{{n} открытая жалоба} few{{n} открытые жалобы} many{{n} открытых жалоб} other{{n} открытых жалоб}}",,
sema,semaAcikSikayetYok,,Bu daire için açık şikayet yok.,По этой квартире нет открытых жалоб.,,
sema,semaBuDaireSikayetlerim,,Bu daire için şikayetleriniz,Ваши жалобы по этой квартире,,
sema,semaBuDaireyiSikayetEt,,Bu daireyi şikayet et,Пожаловаться на эту квартиру,,
sema,semaDaireEtiket,,Daire {no},Квартира {no},,
sema,semaDaireYok,,Henüz daire yok.,Квартир пока нет.,,
sema,semaGonderilemedi,,Gönderilemedi. Lütfen tekrar deneyin.,Не удалось отправить. Попробуйте снова.,,
sema,semaHaftalikSinir,,Bu daire için bu konuda haftada en fazla 1 şikayet açabilirsiniz.,По этой теме для этой квартиры можно подать не более 1 жалобы в неделю.,,
sema,semaKapatildi,,Kapatıldı,Закрыто,,
sema,semaKendiBlok,,Yalnızca kendi bloğunuzdaki daireleri şikayet edebilirsiniz.,Жаловаться можно только на квартиры в своём блоке.,,
sema,semaSikayetAnonimNot,,Şikayetiniz yönetime iletilir; komşularınıza gösterilmez.,Ваша жалоба поступает руководству; соседям она не показывается.,,
sema,semaSikayetEtBaslik,,Daire {no} — şikayet et,Квартира {no} — жалоба,,
sema,semaSikayetIletildi,,Şikayetiniz iletildi.,Ваша жалоба отправлена.,,
sema,semaSikayetiGonder,,Şikayeti gönder,Отправить жалобу,,
sema,semaSikayetimYok,,Bu daireye şikayetiniz yok.,У вас нет жалоб на эту квартиру.,,
sema,semaSikayetlerYuklenemedi,,Şikayetler yüklenemedi.,Не удалось загрузить жалобы.,,
sema,semaSikayetlerimYuklenemedi,,Şikayetleriniz yüklenemedi.,Не удалось загрузить ваши жалобы.,,
sema,semaYerlesimAciklama,,Bina yerleşimi. Şikayet yoğunluğu yalnızca yönetime gösterilir.,Планировка здания. Плотность жалоб видна только руководству.,,
sema,semaYerlesimGirilmemis,,Haritada yerleşimi girilmemiş,Размещение на карте не задано,,
sema,semaYogunluk,,Yoğunluk:,Плотность:,,
sema,semaYogunlukYonetim,,Şikayet yoğunluğu yalnızca yönetime gösterilir.,Плотность жалоб видна только руководству.,,
sema,semaYonetimeIletildi,,Yönetime iletildi,Отправлено руководству,,
sikayet,sikayetDurumKapandi,,Kapandı,Закрыта,,
sikayet,sikayetSatirBaslik,"daire,kategori",Daire {daire} · {kategori},Кв. {daire} · {kategori},,
sikayet,sikayetYokSakin,,"Henüz şikayet açmadınız.
Şikayet Haritası’ndan bir daire seçip şikayet edebilirsiniz.","Вы ещё не подавали жалоб.
Выберите квартиру на карте жалоб, чтобы подать.",,
sure,sureDakikaSaniye,"dakika,saniye",{dakika} dk {saniye} sn,{dakika} мин {saniye} с,,
sure,sureSaatDakika,"saat,dakika",{saat} sa {dakika} dk,{saat} ч {dakika} мин,,
sure,sureSaniye,,{saniye} sn,{saniye} с,,
talep,talepAcanSakin,,Sakin,Житель,,
talep,talepAcikYok,,Açık talep yok.,Открытых заявок нет.,,
talep,talepAcikYokSakin,,"Açık talebiniz yok. ""Yeni talep"" ile talep/arızanızı iletebilirsiniz.",У вас нет открытых заявок. Через «Новая заявка» можно сообщить о заявке или неисправности.,,
talep,talepAciklamaAlan,,Açıklama,Описание,,
talep,talepAciklamaZorunlu,,Açıklama zorunludur,Описание обязательно,,
talep,talepAtanabilirPersonelYok,,Atanabilir aktif saha personeli yok. Dönüştürmek için önce security/tesis görevlisi ekleyin.,"Нет активных сотрудников для назначения. Чтобы преобразовать, сначала добавьте охрану или техника.",,
talep,talepBaslikAlan,,Başlık,Заголовок,,
talep,talepBaslikZorunlu,,Başlık zorunludur,Заголовок обязателен,,
talep,talepCoz,,Çöz,Решить,,
talep,talepCozBaslik,,Talebi çöz,Решить заявку,,
talep,talepCozNot,,Talep iş emri açmadan doğrudan çözüldü olarak işaretlenir.,"Заявка помечается решённой сразу, без создания наряда.",,
talep,talepCozuldu,,Talep çözüldü ✓,Заявка решена ✓,,
talep,talepCozulenYok,,Henüz çözülen talep yok.,Решённых заявок пока нет.,,
talep,talepCozumNotu,,Çözüm notu (opsiyonel),Примечание к решению (необязательно),,
talep,talepDonustur,,Dönüştür,Преобразовать,,
talep,talepDonusturuluyor,,Dönüştürülüyor...,Преобразование...,,
talep,talepDurumAcik,,Açık,Открыт,,
talep,talepDurumCozuldu,,Çözüldü,Решён,,
talep,talepDurumGecmisi,,Durum geçmişi,История статусов,,
talep,talepDurumIsEmri,,İş Emri,Наряд,,
talep,talepDurumReddedildi,,Reddedildi,Отклонён,,
talep,talepFotoYuklenemedi,,Fotoğraf yüklenemedi.,Не удалось загрузить фото.,,
talep,talepGonder,,Gönder,Отправить,,
talep,talepGorselYuklenemedi,,Görsel yüklenemedi,Не удалось загрузить изображение,,
talep,talepGorseller,,"Görseller (opsiyonel, en fazla 3)","Изображения (необязательно, до 3)",,
talep,talepIletildi,,Talebiniz iletildi ✓,Ваша заявка отправлена ✓,,
talep,talepIsEmri,,İş emri,Наряд,,
talep,talepIsEmriAtandi,,Atandı,Назначен,,
talep,talepIsEmriDurumBilinmiyor,,Durum bilinmiyor,Статус неизвестен,,
talep,talepIsEmriTamamlandi,,Tamamlandı,Завершён,,
talep,talepIsEmriYok,,İş emrine dönüşen talep yok.,"Нет заявок, преобразованных в наряд.",,
talep,talepIsEmrineDonustur,,İş emrine dönüştür,Преобразовать в наряд,,
talep,talepIsEmrineDonusturBuyuk,,İş Emrine Dönüştür,Преобразовать в наряд,,
talep,talepIsEmrineDonusturuldu,,Talep iş emrine dönüştürüldü ✓,Заявка преобразована в наряд ✓,,
talep,talepKategoriOpsiyonel,,Kategori (opsiyonel),Категория (необязательно),,
talep,talepKategoriYok,,"Tanımlı kategori yok; talep ""Diğer"" olarak açılır.",Категории не заданы; заявка будет открыта как «Другое».,,
talep,talepKategorilerYuklenemedi,,Kategoriler yüklenemedi.,Не удалось загрузить категории.,,
talep,talepPersonelAlinamadiKisa,,Personel listesi alınamadı.,Не удалось получить список сотрудников.,,
talep,talepRedBaslik,,Talebi reddet,Отклонить обращение,,
talep,talepReddedildiBildirim,,Talep reddedildi ✓,Заявка отклонена ✓,,
talep,talepReddedilenYok,,Reddedilen talep yok.,Отклонённых заявок нет.,,
talep,talepReddediliyor,,Reddediliyor...,Отклонение...,,
talep,talepReddet,,Reddet,Отклонить,,
talep,talepReddetBaslik,,Talebi reddet,Отклонить заявку,,
talep,talepRetSebebi,,Ret sebebi,Причина отклонения,,
talep,talepRetSebebiNot,,Ret sebebi talebi açan kişiye durum geçmişinde görünür.,Причина отклонения видна заявителю в истории статусов.,,
talep,talepSekmeAcik,,Açık ({n}),Открытые ({n}),,
talep,talepSekmeCozulen,,Çözülen ({n}),Решённые ({n}),,
talep,talepSekmeIsEmri,,İş Emri ({n}),Наряды ({n}),,
talep,talepSekmeReddedilen,,Reddedilen ({n}),Отклонённые ({n}),,
talep,talepYeni,,Yeni talep,Новая заявка,,
talep,talepYeniBaslik,,Yeni talep / arıza,Новая заявка / неисправность,,
talep,talepYoneticiIslemleri,,Yönetici işlemleri,Действия управляющего,,
tesis,tesisAdiAciklama,,Ana ekranın başlığında görünür; tüm kullanıcılar bu adı görür.,Отображается в заголовке главного экрана; его видят все пользователи.,,
tesis,tesisAdiGuncellendi,,Tesis adı güncellendi,Название объекта обновлено,,
tesis,tesisAdiIpucu,,Örn. Örnek Sitesi,напр. ЖК Пример,,
tesis,tesisAdiKisa,,Tesis adı en az 2 karakter olmalı,Название объекта должно содержать минимум 2 символа,,
tesis,tesisKurulumAciklama,,Yönetici olarak ilk girişinizi yaptınız. Devam etmek için sitenizin/tesisinizin adını girin. Bu adı daha sonra ayarlardan değiştirebilirsiniz.,"Вы впервые вошли как управляющий. Чтобы продолжить, введите название объекта; позже его можно изменить в настройках.",,
tesis,tesisKurulumBaslik,,Tesisinizi tanımlayın,Опишите ваш объект,,
tesis,tesisOlustur,,Tesisi oluştur,Создать объект,,
vardiya,vardiyaAtanabilirYok,,Atanabilir personel yok,Нет сотрудников для назначения,,
vardiya,vardiyaBaslik,,Vardiyalar,Смены,,
vardiya,vardiyaPersonelAta,,Personel Ata,Назначить сотрудников,,
vardiya,vardiyaPersonelBaslik,,{ad} — Personel,{ad} — сотрудники,,
vardiya,vardiyaPersonelGuncellendi,,Vardiya personeli güncellendi ✓,Состав смены обновлён ✓,,
vardiya,vardiyaPersonelYuklenemedi,,Personel yüklenemedi.,Не удалось загрузить сотрудников.,,
vardiya,vardiyaSaatAraligi,"baslangic,bitis,gunTipi",{baslangic} - {bitis} • {gunTipi},{baslangic} - {bitis} • {gunTipi},,
vardiya,vardiyaTanimYok,,Vardiya tanımı yok,Смены не заданы,,
vardiya,vardiyaYuklenemedi,,Vardiyalar yüklenemedi.,Не удалось загрузить смены.,,
yon,yonIletisimAlinamadi,,Yönetici bilgileri alınamadı.,Не удалось получить данные управления.,,
yon,yonIletisimAra,,Yöneticiyi Ara,Позвонить управляющему,,
yon,yonIletisimBaslik,,Yönetici İletişim,Контакты управления,,
yon,yonIletisimMail,,Yönetim maili,Почта управления,,
yon,yonIletisimTanimliDegil,,Yönetici iletişim bilgisi tanımlı değil.,Контактные данные управления не заданы.,,
yuzde,yuzdeDeger,,%{oran},{oran} %,,
ziyaret,ziyaretAdAlan,,Ziyaretçi adı *,Имя посетителя *,,
ziyaret,ziyaretAdGerekli,,Ziyaretçi adı gerekli,Имя посетителя обязательно,,
ziyaret,ziyaretBildirilecekSakin,,Bildirilecek sakin *,Кого уведомить *,,
ziyaret,ziyaretBildirilenSakin,,Bildirilen sakin: {ad},Уведомлённый житель: {ad},,
ziyaret,ziyaretBilgileriDuzenle,,Bilgileri düzenle,Изменить данные,,
ziyaret,ziyaretDuzenleAlt,,"Ad, daire, bildirilen sakin ve notu güncelleyebilirsiniz.","Можно изменить имя, квартиру, уведомлённого жителя и примечание.",,
ziyaret,ziyaretDuzenleBaslik,,Ziyaretçi düzenle,Изменить посетителя,,
ziyaret,ziyaretGuncellendi,,Ziyaretçi bilgileri güncellendi ✓,Данные посетителя обновлены ✓,,
ziyaret,ziyaretGuvenligiAra,,Güvenliği ara,Позвонить охране,,
ziyaret,ziyaretKaydedildi,,Ziyaretçi kaydedildi — daire sakinine bildirildi ✓,Посетитель записан — житель уведомлён ✓,,
ziyaret,ziyaretKaydetVeBildir,,Kaydet ve sakine bildir,Сохранить и уведомить жителя,,
ziyaret,ziyaretOnceDaireNo,,Önce daire no girin,Сначала введите номер квартиры,,
ziyaret,ziyaretSakiniAra,,Sakini ara,Позвонить жителю,,
ziyaret,ziyaretSakiniSecin,,Bildirilecek sakini seçin,Выберите жителя для уведомления,,
ziyaret,ziyaretSakinleriGetir,,Sakinleri getir,Загрузить жителей,,
ziyaret,ziyaretYeni,,Yeni ziyaretçi,Новый посетитель,,
ziyaret,ziyaretYeniAlt,,Sakine yalnızca bilgilendirme gider (onay istenmez).,Жителю уходит только уведомление (согласие не запрашивается).,,
ziyaret,ziyaretYokGuvenlik,,Henüz ziyaretçi kaydı yok.,Записей о посетителях пока нет.,,
ziyaret,ziyaretYokSakin,,Size iletilen ziyaretçi kaydı yok.,Вам не передавали записей о посетителях.,,
ziyaretci,ziyaretciDaireSakinYok,,Bu dairede aktif sakin yok,В этой квартире нет активных жильцов,,
